orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,correct
153,"UKIP are a fairly right wing group as I'm sure will become clear when they actually produce some policies other than the ""its all the eu's"" fault.","But some pundits believe UKIP to be on course to win next year's European elections, beating the Conservatives into second place.",0,Attack,C,1,0,0,1
3584,legality does not matter religous implications do not matter other peoples moral considerations do not matter what matters is you and what you are going to think about yourself in  years,exact to the point and beautiful,1,Support,C,0,1,0,1
2443, features that appear vestigial and functionless actually serve a function eg,so what using   intelligent design    is the purpose of the appendixid simply predicted that the appendix would have a function,0,Attack,C,1,0,0,1
2759,judge jonesalthough we have found that defendants conduct conveys a strong message of endorsement of the board members par ticular religious view pursuant to the endorsement test the better practice in this circuit is for this court to also evaluate the challenged conduct separately under the lemon test,from the above linked paper by peter irons i quote the followingpeter ironsin an undoubtedly unintentional slip which they may well regret the di authors have effectively given away the store with their concession that under the lemon test all that was necessary for judge jones to determine that an establishment clause violation had occurred was to find that the dover school board members had predominantly religious motivations for enacting their id policy,1,Support,C,1,0,0,0
3480,i do not know why you are having such a hard time making sense of my quotes,what quotes that is what i was asking you to repost because i can not find anything intelligent you have either posted or quoted at all,0,Attack,C,1,0,0,1
2470,when i grew up science was a useful tool for discovering things about the world around us, and this site says it better than i could,1,Support,C,0,1,0,1
1582,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,Douglas Alexander accused the PM of a shambolic and ill-judged negotiation strategy.,2,No Relation,C,0,0,1,1
1311,"The sooner we are out of the EU, the sooner we can start making this country great again.","Some Tory strategists believe it was a mistake for Mr Cameron to agree to them, arguing that they allowed Lib Dem leader Nick Clegg to seize the initiative from the Tory leader.",2,No Relation,C,0,0,1,1
3444, i take issue only with the word no in this title though without it there wouldnt be much debate so fair play, devils advocate creationism is true because creation the world exists and the bible exists in it and the bible confirms creationism,1,Support,C,0,0,1,0
426,"On voting day, this week the vast majority of the British public will not vote for UKIP.","Historically people turned out in European elections to vote for UKIP and then in general elections went back to their normal parties but something has changed since then, he said.",0,Attack,C,1,0,0,1
2641,you are ignoring my main point that catastrophism was closer to the truth then darwin,how was catastrophism closer then the original darwinian theory  catastrophism offered no mechanism for the changes that we see was completely wrong as to what catastrophes occurred  how severe they were and when they took place,0,Attack,C,1,0,0,1
3545,what new class this is a silly statement too general,yes joe i agree,1,Support,C,0,1,0,1
1775,"UKIP is a not a real party, with a clear global ideology and vision addressing all aspects of society: it is focusing on a handful of issues (all centered around membership in the EU and migrants), mostly ignoring global financial issues, health, education, security etc.","In their leaflets, UKIP says that 29 million Bulgarian and Romanians will have the right to live, work and draw benefits in the UK and while many will be fine, hard-working people, suggests the country may struggle to cope with another influx of people needing jobs, housing schools, hospitals and benefits.",2,No Relation,C,0,1,0,0
1794,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","Oh and if the last few minutes of reading this article has felt like the Nigel Farage Show, he still dominates this political party.",0,Attack,C,1,0,0,1
2714,casey luskinfirst the ayn rand institutes arguments offend the first amendments protections on religious freedom scientists have freedom of religion and their scientific views should not be disqualified due to their alleged religious motives or beliefs,this objection highlights one of the problems with public education the government should not be in the position of deciding what people ought to believe about science anymore than they should decide what people ought to believe about religion,1,Support,C,0,1,0,1
1043,"There's an election next month, UKIP are campaigning on the streets right now, and candidate upon candidate keeps churning out ridiculous (often racist, sexist or homophobic) views.","And last autumn, MEP Godfrey Bloom embarrassed the party when he used the phrase bongo bongo land and joked that some female activists were sluts.",1,Support,C,0,1,0,1
2313,you are missing the point the ad hominem is not that i did not understand your argument i can see why given your limited exposure to id you may have come to that conclusion,i wrote a good philosophical question and i think you and i would agree that this adaptation could have been guided by some higher agency of course by using a fully natural mechanism such questions remain scientifically vacuous,1,Support,C,0,0,1,0
736,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"Laura Pidcock, from campaign group Show Racism the Red Card, told Today that these crude stereotypes perpetuated by UKIP were incredibly damaging.",1,Support,C,0,1,0,1
1192,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.","Downing Street has said Conservative MPs will be under a three-line whip, the strongest order a party can give, to support it.",2,No Relation,C,0,0,1,1
2137,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"It is not just about UKIP it's that the British people are as interested and concerned about Europe, as they are about the economy, as they are about immigration.",1,Support,C,1,0,0,0
3579,to travel along the logic of the singularity expanding it is obvious that the singularity is what we have today,yes in a way we are in the same thing that existed way back then it has just expanded since then so its much bigger now,1,Support,C,0,1,0,1
2639,in the th century fundamentalist supported the idea that new species appear abruptly catastrophism,like all theories evolution has changed over the years because of new evidence was discovered,0,Attack,C,0,0,1,0
1210,UKIP are in with the City as much as the other three and I don't like the way they are whipping people up into a frenzy.,"And yes, it is true that she is the only party leader who knows how to shear a sheep.",2,No Relation,C,0,0,1,1
697,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.","There is also a democratic argument about who runs our country,  he added.",1,Support,C,0,0,1,0
1438,"Ukip is the only party advocating withdrawal from the failing EU, a sensible idea for a lot of people!","He stressed his view that human rights were about some of the appalling things happening around the world - people being brutalised for their political views, people being put in jail.",2,No Relation,C,1,0,0,0
2608,islandpvm sayslets see what we can track down via wikipedia which is always a good start for any researchnot where this subject is concerned,whats there left to do,1,Support,C,0,0,1,0
1998,Whether UKIP can deliver on their promises if they were to win power at the next general election is a moot point because they will not win power.,"UKIP does not have any MPs, he said, because the first-past-the-post system is brutal to a party like us.",1,Support,C,0,1,0,1
1640,"The problem with popularism but no substance, like UKIP represent, is that it just results in things getting worse and worse.",UKIP say their message is cutting through regularly.,0,Attack,C,1,0,0,1
860,"In UKIP, we have a new political force which looks likely to poll very well in a national election.","UKIP has gradually seen its poll ratings rise, overtaking the Lib Dems on a number of occasions, and putting in strong showings in recent by-elections.",1,Support,C,0,1,0,1
2012,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.",They seemed very thankful to have the colourful Nigel Farage back as party leader.,0,Attack,C,1,0,0,1
1527,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"Mr Cameron also said he did not think it would be right for Britain - or in the national interest - to leave the EU entirely, pointing out that some 50% of nation's trade was with the EU.",0,Attack,C,1,0,0,1
93,Many racists and especially xenophobes find the UKIP message appealing.,"Illsley - who quit as an MP in January - held Barnsley Central with a majority of just over 11,000 in last year's general election and 47% of the vote, with the Liberal Democrats in second place.",2,No Relation,C,0,0,1,1
1556,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",And they also seemed very thankful to have the colourful Nigel Farage back as party leader.,1,Support,C,0,1,0,1
3263,the flu virus doesnt evolve it mutates,mutation and natural selection are the two driving forces behind evolution,0,Attack,C,1,0,0,1
3521,yes she walked down the wrong alley alone would she have done so if she were not packing,so it was wrong for her to walk down a public alley you are blaming the victim you are either a complete dick or you are being facetious,0,Attack,C,1,0,0,1
2599,science of course has tested the principle even though for a long time it stood as an assumption,this rather poorly phrased term suggests that there may be an enigma but lets look at the apparent correlation between habitability and our existence as observers,1,Support,C,0,0,1,0
3120,by supporting the idea that the bible stands or falls on a  day creation you have proven dr,dr,1,Support,C,0,0,1,0
3814,We should grant politicians immunity from prosecution,Immunity for politicians is an unjust double standard,0,Attack,C,1,0,0,1
258,A vote for UKIP is a vote to leave the EU and recover power over our national life.,"The pledge is for the end of the Parliament - we are only part way through, he said.",2,No Relation,C,1,0,0,0
3568,on the other hand i am not suprised that marc lives such a short distance away from where it is being built,my thoughts exactly know your audience as they say,1,Support,C,0,1,0,1
3366, i definitely think it has something to do with everything as there is quite a lot of evidence for it e, no scientist can give strong evidence to support evolution      your dishonesty and ignorance of science proves you are not fit to even ask the question,1,Support,C,1,0,0,0
687,"I don't believe Farage is a racist and I don't believe the UKIP policies are racist, but I do think they will be the party that attracts most support from racists.","In a letter to the Daily Telegraph, which first highlighted his blog posts, he gives a further defence of his views.",2,No Relation,C,0,0,1,1
265,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","The party's leader, Nigel Farage, has hailed early gains in council elections across England as remarkable for the party; UKIP has won 42 seats so far and is averaging 26% of the vote in the wards where it is standing.",0,Attack,C,0,1,0,0
935,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.",In terms of the number of victories it's a very difficult call.,2,No Relation,C,0,0,1,1
1091,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"UKIP is still a party driven by a fundamental desire to get Britain out of the EU, and it's Conservatives, or at least Conservative leaners, who are the bulk of its supporters.",1,Support,C,0,1,0,1
1717,"UKIP is a not a real party, with a clear global ideology and vision addressing all aspects of society: it is focusing on a handful of issues (all centered around membership in the EU and migrants), mostly ignoring global financial issues, health, education, security etc.","UKIP are certainly trying to professionalise, to move away from its more amateurish origins, but they seem to fail to do so.",1,Support,C,0,1,0,1
3711,barcelona fc is usually the favourite for winning although this year they had their ups and downs,barcelona knows its game they are definitely gonna raise it again this year the team is just invincible i would bet my money on them,1,Support,C,1,0,0,0
530,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.",Mr Nattrass said this was untrue and accused theUKIP leadership of stupid and childish behaviour.,1,Support,C,1,0,0,0
3896,The International Criminal Court should be recognised,The deterrent effect of the Court ensures widespread and equal adherence to international law,1,Support,C,0,1,0,1
3610,i thought the idea of starting threads on a topic was to start a discussion on that matter,yes that is logical,1,Support,C,0,1,0,1
625,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"Isolating Britain and damaging Britain's reputation is not the right history to write, he said.",0,Attack,C,0,0,1,0
3701,of course not are you crazy a drug is always a drug other than for medicinal purposes keep it away from my country,antibiotics are drugs drugs that save lives,0,Attack,C,1,0,0,1
3505,i have not studied evolution according to your way of thinking,really what a surprise so tell me if you do not know what it is or how it works how do you know that you are opposed to it,0,Attack,C,1,0,0,1
2331,your cites are worthless as defenses of your claims behe  dembski define id as an absence of science  what pages  what wordsdo you really think thats a clever proof of anything  you are not being very honest here pvm,i am not sure why highlander accuses me of not being honest when i provide the information and my explanation,0,Attack,C,1,0,0,1
2063,It is more likely that Tory voters would vote tactically for UKIP to keep Labour out and that means Labour are at a real disadvantage. ,I think it shows that people are coming back to Labour but we have a long hard road ahead to win back people's trust.,2,No Relation,C,1,0,0,0
1213,Labour won't have anything to do with UKIP as they are more right-wing than the Tories. ,Some Conservative MPs raised questions about the leadership.,2,No Relation,C,0,0,1,1
3625,i do not know if it will be found unconstitutional but there is an effort to simply get it repealed same effect in the end,well it is being challenged in the courts so the only way to overturn it would be to deem it no longer constitutional,1,Support,C,1,0,0,0
605,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","Lord Heseltine, appearing on Daily Politics on Wednesday, compared UKIP's appeal with that of one-time Conservative minister Enoch Powell and his 1968 anti-immigration rivers of blood speech and with the former French National Front leader Jean-Marie le Pen.",1,Support,C,0,1,0,1
1068,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"But last time here they finished fifth, behind the British National Party.",2,No Relation,C,1,0,0,0
1541,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.",It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,1,Support,C,0,1,0,1
1816,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.","I was delighted to cast my vote for [UKIP leader] Nigel Farage's team in Sussex, where I live, said Lynam.",0,Attack,C,1,0,0,1
1756,"I suspect the main reason a new Left party hasn't emerged with similar prominence to UKIP is because UK politics has, like that in the USA, become the plaything of the wealthy.",It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,2,No Relation,C,0,0,1,1
1652,"Ukip has British values, wants to get British industry kick started back to the fore front again, become more self-sufficient.",The Lib Dem leader also argued that being in the EU meant that we keep ourselves safer because we can go after cross-border crime and terrorism and that we can look after the environment in a way which we can't on our own.,0,Attack,C,1,0,0,1
593,If there are enough Ukip votes it should frighten all the parties sufficiently to make them realise they can't just ignore the electorate.,UK Independence Party leader Nigel Farage has urged MPs to vote in favour of further debate on Europe.,1,Support,C,0,1,0,1
3749,i think it depends on the individual,yes i guess it really depends on the preferences if you want smaller but more holidaylike then nice is very nice if you want old i would suggest krakow,1,Support,C,0,1,0,1
3587,faced with an increasingly vocal populace that is questioning evolution museums across the united states have begun training their staff and volunteers to become better proponents of evolution while tripping up irrational supporters of the bibles history of earth,damn straight it is irrational,1,Support,C,0,1,0,1
1119,"The momentum is with UKIP; Labour, Conservative and Liberal areas are all now vulnerable to them. ","The campaign was dominated by a war of words between the Conservatives and the UK Independence Party, which senior Tories fear will take a significant chunk of their votes.",1,Support,C,0,1,0,1
3319, no we were put here by aliens as an alternative food source, i do not believe that we evolved from monkeys or any other animal i believe that god created us in his own image,1,Support,C,1,0,0,0
2766,the u,here is irons response to the so called rebuttalreply to rebuttalby peter ironsthe pages of a respected law review are rarely filled with such pejorative terms as smear and innuendo poisoning the well and personal attacks,1,Support,C,0,0,1,0
3308, first this topic has been on the site at least  times even as recently as a week or so ago and you should run a search before relaunching the same tired junk, look there is no proof that god or any thing in the bible existed where as there is proof to suggest that we are related to monkeys as we have the same arm structure and the same bioorganisms,1,Support,C,0,0,1,0
3498,i enjoy written debates very much and i am trying to show how evolution can establish atheism in the us government,and you have been failing miserably partly because your definition of atheism is asinine,0,Attack,C,1,0,0,1
3406, i dont attempt to defend either intelligent design or creationism, b tr  tr valigntop ,1,Support,C,0,0,1,0
553,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.","The 2009 poll saw UKIP's total grow to 13 seats, pushing Labour into third place with 16% of the vote.",1,Support,C,0,0,1,0
3434, wrong  evolution is probably the most supported theory in biology  its withstood considerable scrutiny for the past  years and is as strong as ever, if your trying to find evidence in the bible your right,1,Support,C,0,0,1,0
3872,We should create a United Nations standing army,A United Nations standing army is unnecessary,0,Attack,C,1,0,0,1
3496,can you please respond to fdr and his new deal that saved the country,fdr saved this country if i recall it was in  that because of a combination of weakened capital situations from reconstruction finance corporation loans which published lists of the loan takers and a nationwide banking holiday banks around the country went through a new wave of demise dropping the dc and dr ratios so sharply that in one month alone the money stock m fell a whopping four percent,0,Attack,C,0,1,0,0
2006,"UKIP is certainly NOT racist or xenophobic - if you, as I'm you have done, read our policies on the website there is no suggestion of this at all, it is more a rumour and conspiracy of the lefties. ",Farage admitted the party had not had time to properly vet all of its new recruits and he was forced to suspend a handful of them following newspaper reports of alleged racist comments.,0,Attack,C,1,0,0,1
2127,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.",Nigel Farage is on remarkably good form.,0,Attack,C,1,0,0,1
1480,"The European Commission has rightly attacked as ""beneath contempt"" a campaign in Britain against the euro currency featuring Nazi dictator Adolf Hitler, as reported by CNN, but the question remains why what UKIP calls ""spicing up"" politics actually is acceptable to even a non-trivial part of the electorate.","UKIP candidate Diane James came second with 11,571 votes, her 28% the party's best-ever showing in a Westminster election.",2,No Relation,C,1,0,0,0
2148,"If we leave the EU we will save billions of pounds which can then be invested in our ailing national infrastructure, notably the NHS.","He also warned that if a proposed referendum led to the UK leaving the EU, there would be dire consequences for the country's global influence.",0,Attack,C,1,0,0,1
3244,hey i feel the same way almost took the brain cells out of my head,intelligent design doesnt refute evolution,1,Support,C,0,0,1,0
2885,why should god be directly implicated when it looks like a duck smells like a duck walks like a duck,fxl insists that just because god is absent from the book that it therefor could not have been based on creationism even though it defined creationism to be in line with its predecessors and later renamed the term to read design,0,Attack,C,0,0,1,0
1401,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.","Mr Farage will tell members at the conference in London that, by the 2015 general election, UKIP will overtake the Lib Dems in terms of its support base.",1,Support,C,0,0,1,0
2023,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.","And he accused the government of burying their head in the sand over the size of the Roma community living in the UK, which he said was revealed in a recent study by Salford University.",2,No Relation,C,0,1,0,0
1240,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,And on a broader platform UKIP claims to be winning support among younger voters and students.,1,Support,C,0,1,0,1
2186,"UKIP advocates for the UK leaving the European Union which would be a bad idea ‚Äì but they are trying to leverage on the british people‚Äôs need to belong and pride to be british, which further sparks their anti-foreigner standpoint.",The group suggest that within five years UKIP will have more members than the Tories at the current rate of attrition.,2,No Relation,C,0,0,1,1
3863,We should promote democratisation,Promoting democracy too often verges towards imperialism,0,Attack,C,1,0,0,1
1189,"I don't believe Farage is a racist and I don't believe the UKIP policies are racist, but I do think they will be the party that attracts most support from racists.",His comments came after Mr Callanan used a parliamentary debate to accuse the commission of representing the vested interests of the European District in Brussels not the people of Europe.,2,No Relation,C,0,0,1,1
3352, did you really just say that no scientist can support evolution  the theory of evolution came about from scientific discovery so your statement makes hardly any sense, evolution is the real deal,1,Support,C,0,1,0,1
892,"I voted Tory for 30 years and started supporting UKIP because I want a sovereign, democratic , well governed Britain with Britain put first and its getting clearer by the day that the old Liblabcon parties will not do that.","Mr Cameron had given away too many powers and too much money to Europe, Farage said.",1,Support,C,0,1,0,1
310,The more the 'mainstream' parties smear and lie about UKIP the more their support rises.,"Party membership has historically been regarded as an important barometer of the health of democracy, while a strong activist base is important to help candidates campaign in elections.",2,No Relation,C,0,0,1,1
1377,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","UKIP, which is fielding a record number of candidates in next month's elections on the back of strong performances in recent Westminster by-elections, said the issue was definitely coming up on doorsteps.",0,Attack,C,0,0,1,0
22,"UKIP are a fairly right wing group as I'm sure will become clear when they actually produce some policies other than the ""its all the eu's"" fault.","The party's conference, which lasts until Saturday, will also feature former Conservative MP Neil Hamilton among its scheduled speakers.",2,No Relation,C,0,0,1,1
2065,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.",He argued that his party was on a journey from a party of protest to a party of government.,0,Attack,C,1,0,0,1
3472,i have cited several pieces of evidence that prove you wrong you just wish to ignore them as you do everything that contridicts your belief,you have not proven anything all you have done is spew your same old which ignores what i actually say and reinterprets it to mean what you want it to say,0,Attack,C,1,0,0,1
4023,as far as acting and cinematography go this film was great but the content and plot were horrible,the acting was great cinematography was great the villain was one of the all time most relentlessly evil antagonists the plot was gripping enough that you intensely worried for the characters,0,Attack,C,1,0,0,1
57,"I don't believe Farage is a racist and I don't believe the UKIP policies are racist, but I do think they will be the party that attracts most support from racists.",He said that negotiations behind the scenes go on all the time but he had not personally spoken to her.,2,No Relation,C,0,0,1,1
3510,then a man who needs an artifical heart to survive is a new species of man that is the analogy i gave and you ignored,and well he should have ignored it your analogy is nonsense,0,Attack,C,1,0,0,1
3574,it really does not matter a private screening of a film is a private screening they can boot anyone out that they want,of course the makers of expelled were within their right to expel the very same people that they were attempting to demean in the film,1,Support,C,0,1,0,1
1353,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.","But he said any future deal with the Conservatives would be difficult, as he claims David Cameron opposes a full, free and fair vote.",2,No Relation,C,0,0,1,1
394,UKIP are asking the questions that haven't been asked by the opposition or the media.,But the PM has previously described the eurosceptic UKIP as containing loonies and closet racists.,0,Attack,C,1,0,0,1
1293,A vote for UKIP would be a vote for a Tory-UKIP alliance that would be more right-wing than a Tory government.,Going goat is still a phrase used in Whitehall to describe the moment when the Queen's Speech has to be finalised and sent to the Palace for Her Majesty's approval.,2,No Relation,C,0,0,1,1
2961,i agree he didnt want to confuse us,you are exactly right  evidence is all around you mountains of it in fact,0,Attack,C,0,1,0,0
1954,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,Opponents say the new system risks politicising the police.,2,No Relation,C,0,0,1,1
2198,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,Man's best friend doesn't look like our best friend from where I'm looking and is leaving us both with the impression that he'll not only demolish the leaflet being offered to his owner but the arm of whoever hands it to him.,2,No Relation,C,0,0,1,1
3893,I support the truth and reconciliation commission,The South African reconciliation commission has proven itself to be ineffective,0,Attack,C,1,0,0,1
742,If there are enough Ukip votes it should frighten all the parties sufficiently to make them realise they can't just ignore the electorate.,"Well, they are only going to get that if David Cameron is prime minister after the next election, he told BBC Radio 5 Live's Pienaar's Politics.",2,No Relation,C,1,0,0,0
18,Hopefully we will see our first UKIP MP before the general elections next year.,I frankly thought it was so funny that when a journalist friend rang me and I told them about it they said they would write the story.,2,No Relation,C,0,0,1,1
1988,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.",Contrary to massive public rumour I never wanted to be a minister.,2,No Relation,C,0,0,1,1
1074,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,"Nikki Sinclaire was expelled by UKIP leader Nigel Farage for refusing to sit with the party's allies Liga Nord, a very right wing, borderline racist, party, in the European Parliament.",0,Attack,C,1,0,0,1
2753,pvmfirst of all the judge observed that the school board was strongly motivated by religious beliefs and the fact that they believed that id presented a scientific hypothesis and thus a valid secular purpose was their downfall ,bowmanmore on the aclus rubber stamped ruling by a practicing attorneynothing wrong with quoting from a well argued submission by the aclubowmanthat said none of this relates to the id ruling since the board members were not id advocates except perhaps superficially,0,Attack,C,1,0,0,1
104,UKIP and the Greens are the only parties to date that haven't screwed us all over.,You never say never in politics when Andrew Neil asked if the two parties could work together.,2,No Relation,C,0,0,1,1
2354,good point but as an evolutionary biologist i find that not entirely true,and could predict the next one there would still be the question of why it was set up that way,1,Support,C,0,0,1,0
2976,is often confused for rhetoric,the point of the debate is to set up a straw man that the world was created in six days that antichristians can knock down,1,Support,C,0,1,0,1
462,"On voting day, this week the vast majority of the British public will not vote for UKIP.",It's sad how anybody can be offended by a reference to a country that doesn't exist.,2,No Relation,C,0,0,1,1
1298,"On voting day, this week the vast majority of the British public will not vote for UKIP.","In 2000 he briefly returned to the Tory fold under William Hague, only to be expelled the following year over his hardline views on Europe.",2,No Relation,C,0,0,1,1
1271,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.",Mr Farage said his party was making huge progress towards achieving that goal going in one year from 4.5% in the polls to a high of 16%.,1,Support,C,0,1,0,1
3128,if scientific inquiry has shown conclusively that genesis is at best allegorical then christians should reconsider beliefs that presume a historical interpretation of eden,doctrines such as original sin substitutionary atonement and the trinity are very well described in the bible,0,Attack,C,0,0,1,0
173,"There's an election next month, UKIP are campaigning on the streets right now, and candidate upon candidate keeps churning out ridiculous (often racist, sexist or homophobic) views.","On the current trajectory, I do believe MPs will cross the floor, he said.",2,No Relation,C,0,0,1,1
3162,genesis  and  say and there was evening and there was morning a sixth day,i can see how it would be interpreted as a contradiction,0,Attack,C,0,1,0,0
3476,however the bible does say i create you before i placed you in the womb this would imply that god created you before you are even conceived,so god also says he made you out of dirt and then supernaturally lifting the dirt from the ground into the womans uterus oh well i suppose it is all beliefs no matter how silly it sounds,0,Attack,C,1,0,0,1
1598,"I suspect the main reason a new Left party hasn't emerged with similar prominence to UKIP is because UK politics has, like that in the USA, become the plaything of the wealthy.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,C,0,0,1,0
3491,you consider this refuting my evidence what amazes me is that you all scoff at creationism yet this is the best most of you can offer to refute scientific evidence which supports the flood,you ask someone to explain polystrate fossils three people do you plug your ears and go i can not hear you then demand that someone explain polystrate fossils,0,Attack,C,0,1,0,0
3302, creationism is not out of the picture, i do believe in creationism,1,Support,C,0,1,0,1
2077,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.","Mr Silvester recently wrote another letter, this time to the Henley Standard newspaper, saying the UK had been beset by storms since the passage of the law on gay marriage because Mr Cameron had acted arrogantly against the Gospel.",2,No Relation,C,0,0,1,1
183,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,Most people in the country agree we are being mucked around by our friends in Brussels most people think that immigration is too high most think that welfare has got out of kilter.,1,Support,C,0,1,0,1
2258,The Tories are going to move closer to UKIP to win back the support it needs and I can't see how Labour can respond.,Co-author Peter Bone said such measures would win back voters from UKIP.,2,No Relation,C,0,1,0,0
3524,the no brainers gun nuts have a modicum of brain though enough to show them that without guns there can be no shootings,and without a limited lifespan there would be no death but we do not live in such a world so shut up and get onto a more relevant topic,0,Attack,C,1,0,0,1
3506,so in other words what you are saying is that the pope who just declared that all christian churches apart from the rcc to be false churches,is he anti gay yes so they are all in the same boat and cut from the same hate filled homophobic bigoted christian cloth,0,Attack,C,1,0,0,1
3177,i find it immensely amusing when christians require proof before theyll believe in something,i agree totally with what you said cerin,0,Attack,C,0,1,0,0
614,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","Over three million jobs in this country, directly or indirectly, depend on us being in the EU, so that is a big choice.",2,No Relation,C,0,1,0,0
3822,European Parliament elections should involve only one voting district all of Europe and not separate country seats,Big countries will dominate,0,Attack,C,1,0,0,1
2024,UKIP's sole aim at the general election is to get a smallish number of MPs elected but enough to hold the balance of power and do a deal with the Tories.,"Earlier this year, UKIP leader Nigel Farage said he was open to the idea of a pact but demanded a referendum pledge written in blood.",1,Support,C,0,1,0,1
2838, we can observe it occuring  the fossil record shows changes in lifeforms separated by time  genetic analysis shows similarities at the dna level between similar lifeforms,how do we observe   evolution   occurring i do not see one creature evolving into another one,0,Attack,C,1,0,0,1
1827,"UKIP is not an isolated phenomenon: France has Le Pen, Germany has AfD, and all of these have in common that they are nationalist, anti-European, and more right than mainstream conservative parties.","Of course it is racist, the language, the rhetoric, the membership, who doubts it?",1,Support,C,0,1,0,1
1985,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","The Conservatives, the Lib Dems and Labour have all been reconsidering their policies in light of this change and widespread criticism of the last government's failure to anticipate the large number of migrants from eastern Europe who came to the UK after EU enlargement in 2004.",2,No Relation,C,0,1,0,0
2987,i had always been taught it was the plants,  httpeesc,1,Support,C,0,0,1,0
1854,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,Grant Shapps said the revised seats would be right and fair but denied he was in secret talks with the Liberal Democrats to get them through Parliament.,2,No Relation,C,0,0,1,1
3847,The voting age should be lowered to sixteen years,There needs to be a cut off,0,Attack,C,1,0,0,1
1415,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","He called for clarity, and for his coalition colleagues to live up to their manifesto pledge on a vote, calling on them to support the Conservative Party position.",2,No Relation,C,0,1,0,0
3184,i could argue the many reasons i dont believe in creationism but i would never be able to end my list,science involves observations theory design testing and predictable outcomes,0,Attack,C,0,1,0,0
1139,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","They spoke about pay levels, maternity leave and gardening leave in the financial world in a Daily Politics debate with Andrew Neil and Jo Coburn.",2,No Relation,C,0,0,1,1
3621,this one line stuck out because it mentioned evolution in a future context something i have not heard before,i have not heard of it before either any information that you or other members can gather on this subject would be of great interest i will also keep my eyes open,1,Support,C,0,1,0,1
3595,they say that members within the same species are in competition with each other,they are those that survive better reproduce more members of a species can die if other members have better,1,Support,C,0,1,0,1
