orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,correct
3444, i take issue only with the word no in this title though without it there wouldnt be much debate so fair play, devils advocate creationism is true because creation the world exists and the bible exists in it and the bible confirms creationism,1,Support,A,,,,
3598,is it possible that the rigidity of many evangelical churches is and what they expect of their members drives couples to divorce when one partner is not as on board as the other,i think you nailed it i also think that if you are willing to give up your relationship over religion you could be on the border of addiction not faith not you personally but rhetorically,1,Support,A,,,,
1608,"UKIP advocates for the UK leaving the European Union which would be a bad idea ‚Äì but they are trying to leverage on the british people‚Äôs need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","The Conservatives have argued the surge in support for UKIP was essentially a protest vote, but Mr Farage dismissed this as the default position of the political establishment.",2,No Relation,A,,,,
634,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"When initially questioned over his comments, Mr Bloom told BBC News it would be absurd and ridiculous to label UKIP racist.",2,No Relation,A,,,,
2358,jumpstartthe anti id crowd will insist on a strict materialistic cause and effect definition of science,  when materialist impose the supernatural all they are doing is saying somethings are beyond being explained through nature and by science,0,Attack,A,,,,
2882,jon buell the president of the foundation for thought and ethics testified in court enjoyby mr,you still have yet to provide any passages within pandas which state that god is directly implicated saying that the fte is religious therefore so is pandas,0,Attack,A,,,,
2847,or that evolution is a process involving randomness and natural selection,you give interesting and complex answers,0,Attack,A,,,,
2735,tj again only valid if you trust judge jones and judge jones is really only the aclu in disguise because of how much he copied from them,tj again only valid if you trust judge jones and judge jones is really only the aclu in disguise because of how much he copied from them,0,Attack,A,,,,
3758,increase in wall thickness and gradual angle reduction in pin area,i agree on that,1,Support,A,,,,
553,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.","The 2009 poll saw UKIP's total grow to 13 seats, pushing Labour into third place with 16% of the vote.",1,Support,A,,,,
744,"UKIP appeal to the 'working class' and many of the those who have not bothered voting for a long time, come the general election it won't just be the Tories who feel the hit.",But suddenly he switches to UKIP and continues the same thing and gets on the national news.,2,No Relation,A,,,,
220,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.",They were asked to what extent the Conservative party leadership respects ordinary party members.,2,No Relation,A,,,,
1160,"The momentum is with UKIP; Labour, Conservative and Liberal areas are all now vulnerable to them. ","She had the whip withdrawn last November when the leadership said it had not granted her permission to appear on the ITV reality show I'm a Celebrity, Get Me Out of Here.",2,No Relation,A,,,,
3696,yes i never thought of that but that is a brilliant question and so true when you are part of a big family you should have a say in things that affect you ,this may be a first step in losing cultural individuality,0,Attack,A,,,,
2175,UKIP works against a lot of what most people would categorise as basic rights such as marriage ‚Äì even if with the same sex - free movement and right to own cultures and living them out. ,But even if it bought him a bit of peace and quiet within the party it seemingly failed to neutralise the threat from the UK Independence party (UKIP) as the Tories slumped to third place in the Eastleigh by-election.,2,No Relation,A,,,,
2648,ps including creationism as a n option and stopping hypnosis on students would bring up their iqs immediately if we include   creationism   we should include all the creationist stories,just when you think you have seen and heard it all the landons  eonic effect pops up again,1,Support,A,,,,
2503,the following is a quote from your points quote the more parts that appear to be arranged for a purpose and the more precisely they fit each other to achieve that purpose the more and more confident we can be in our conclusion of design,behe says intelligent agents can plan ahead and act on their plans,0,Attack,A,,,,
1206,Labour won't have anything to do with UKIP as they are more right-wing than the Tories. ,"His fellow MEP and leadership candidate Gerard Batten, campaigning in a bright pink UKIP blazer, said he wanted to make the party more radical.",1,Support,A,,,,
858,If there are enough Ukip votes it should frighten all the parties sufficiently to make them realise they can't just ignore the electorate.,The UKIP initiative is being announced ahead of the start of its annual party conference on Friday.,2,No Relation,A,,,,
971,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,"I thought they took up too much of the campaign, so I think we could start them a bit earlier.",2,No Relation,A,,,,
459,I'm no fan of UKIP but well done to them for initiating a much needed shake up of British politics.,Voters have often struggled to see what relevance a party that campaigns for Britain's exit from the European Union has to their neighbourhood.,0,Attack,A,,,,
2568,actually the construction of the cell rather suggests chance,jaythat means that anyone who dares speak of purpose or design within science or when discussing scientific evidence ceases to be a scientist,1,Support,A,,,,
2389,what always gets me with the intelligent design crowd is that in their aim of inserting an external designer into the mix of biological science they seem to miss or deliberately avoid one glaring fact  once life exists with varying degrees of success life designs itself according to the rules established by its environment and its own specific nature,this is the age old question,0,Attack,A,,,,
462,"On voting day, this week the vast majority of the British public will not vote for UKIP.",It's sad how anybody can be offended by a reference to a country that doesn't exist.,2,No Relation,A,,,,
1689,UKIP is not at all taking into account the financial effects of leaving the EU: Europe is the main market for the UK. ,UKIP has evolved over the two decades since it was created from an anti-EU pressure group into a fully fledged party which has now proved that it can succeed beyond European elections.,0,Attack,A,,,,
1554,"The ratio of nutters in UKIP is far higher than in other parties, especially so since they seem determined to take all the Tories' fruitcakes off them.","Immigration has also been an issue and UKIP, which rejects charges of being racist, sees the EU question being at the heart of it.",0,Attack,A,,,,
2182,UKIP's proposals on membership in the EU and migrants are at best purely demagogic: they do not take into account facts and more general issues.,It comes as William Hague ruled out an electoral pact with UKIP.,2,No Relation,A,,,,
463,"Despite their best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.",It sounds like a shorthand way of saying places around the world which are in receipt of foreign aid.,2,No Relation,A,,,,
3964,im not saying its a bad movie but its no where near as special as it has been made out to be,the pacing can be slow at times but overall watch it again and think about it yeah this film is pretty awesome is what will come to mind,0,Attack,A,,,,
2779,as you have been told already what phil says is irrelevant to id,i guess this means that what id proponents say about id is irrelevant even though said proponents are the ones who started idfascinating indeed,0,Attack,A,,,,
830,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,"We have fundamentally changed the national debate on Europe, immigration, education and I really believe that given the trajectory UKIP's on there is a real opportunity for us to get significant representation in 2015.",1,Support,A,,,,
2036,"The sooner we are out of the EU, the sooner we can start making this country great again.","I think people should look at Bradgate Park to see how council-owned places can be run, he added.",2,No Relation,A,,,,
2168,"Ukip, the Tea Party of the UK, just as daft, menacing and dishonest as their US counterpart.","He also warned that if a proposed referendum led to the UK leaving the EU, there would be dire consequences for the country's global influence.",2,No Relation,A,,,,
2870,there is more than naturalism can engage,there is more than naturalism can engage,0,Attack,A,,,,
2339,joe i do,joewe look at the options,1,Support,A,,,,
2519,so are we asking if a telic force exists or are we trying to psychoanalyze the intentions behind itwhy are these two questions always independent  i would think that any theory of id that made no attempt to identify and analyze the designer was an incomplete theory,why are these two questions always independentbecause   science   as we know it today can only answer one of them,0,Attack,A,,,,
3742,absolutely everybody knows about foursquare but nobody remembers gowalla they offered identical features and also launched on the same day same conference,nice example,1,Support,A,,,,
2950,its not that cut and dried,look at it like this,0,Attack,A,,,,
1389,"Labour should be running scared of UKIP, now the working class are starting to realise that Labour is for middle class socialists and the public sector.",Ms Dorries is the first to say she would consider the move.,2,No Relation,A,,,,
841,UKIP are not rabid racist and not another incarnation of the BNP.,"In 2005, Bhutto, of Leeds, admitted being the gang's boss and was jailed for seven years by a UK court.",2,No Relation,A,,,,
1948,"No doubt ordinary people are fed up with the behaviour of the Westminster bubble, but the other reason why UKIP is doing well is that they're articulating the concerns of working people, which Tories never do and Labour hasn't done since if fell under the spell of Tony Blair.",UKIP leader Nigel Farage said the UK had no real control over either the number or the type of migrants that were settling from elsewhere in the EU.,2,No Relation,A,,,,
1572,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","I don't think in Brussels, Berlin or Paris you are going to gain that audience or that support you need by holding a pistol to Europe's head, in which you are saying 'agree with us on everything we want or we are leaving.",2,No Relation,A,,,,
3188,therefore your usurpation of supposed assumption of stated opinion cannot be proven or supported by evidence but is not substantial enough to answer the question specifically,what evidence is there that universal evolution doesnt exist the universe constantly changes,1,Support,A,,,,
3635,make sure the parents can trust their son to behave sensibly the boy or girl must also know his or her way around the airport,how can you be sure that he or she can be trusted,0,Attack,A,,,,
283,"I sense that Farage is a total megalomaniac, a charlatan, someone who is in it for the attention and the glory and that in a strange way, that many UKIP voters know this but don't seem to mind.",They were asked to what extent the Conservative party leadership respects ordinary party members.,2,No Relation,A,,,,
3332, if your with god then there is no debate, yes i believe evolution is wrong,1,Support,A,,,,
918,"The momentum is definitely with UKIP at the moment, hopefully that will continue with the up and coming by-elections.",The Lib Dem candidate is expected to be selected on Saturday.,2,No Relation,A,,,,
3018,what is it with people like you  was the bible the first book you read and then you quit reading anything else can you defend your position without reference to the bible do you have any evidence yes evidence from another source that shows the bible is the word of god and not just a collection of books selected by the vatican to support a particular viewpoint why do you find it easier to believe in some all powerful supernatural creator that is eternal than a natural universe that is eternal is it possible to prove without reference to your book that god exists or does not exist  probably not, do you read books other than those produced by humanists just askingi am not a biblical scholar so i had to look for this but according to the catholic encyclopedia article on the canon of the new testament the idea of a complete and clearcut canon of the new testament existing from the beginning that is from apostolic times has no foundation in history,1,Support,A,,,,
2208,UKIP is an opportunistic party that exploits the unpopular European Union for political gain.,The Electoral Commission said it accepted the Supreme Court's judgement and it would carefully consider the implications of the judgment for how impermissible donations are dealt with in future.,2,No Relation,A,,,,
3290, god does exist he created evolution, what i feel in this context is creationism is nothing but a wrong assumption,1,Support,A,,,,
3099,agreed  percent  this is my frustration with people who want to find every possible motive to discredit creationism they seem to want everyone to accept their viewpoints without question while they seemingly want to question and discredit anyone who does not see from their points of view,god created the universe therefore god created   science  ,0,Attack,A,,,,
424,"I don't believe Farage is a racist and I don't believe the UKIP policies are racist, but I do think they will be the party that attracts most support from racists.","But the MP resigned his seat after pleading guilty to falsely claiming Â£14,000 in parliamentary expenses.",2,No Relation,A,,,,
2799,is good science a liberal theme if you love true science you must be a liberalyou are in good company but remember that good science including evolutionary science knows no boundaries christians republicans democrats and independents all accept the facts of science of course given the historical link between evangelicals and republicans we do observe a stronger lack of understanding of science amongst some who also happen to be republicans but do not confuse cause and effect here,the national center for science education does not as its name implies promote and support science education in the united states in a general sense,0,Attack,A,,,,
247,"UKIP are just another bunch of freeloaders, using peoples fears and prejudice to gain votes so that they can get their snouts into the trough.","With his typically pugnacious sense of fun, the UK Independence Party leader Nigel Farage offered his analysis of that second place finish in the Eastleigh by election in February.",2,No Relation,A,,,,
1444,"Europe is no longer fit for purpose and we'd do better to be out than in, plus save a whole load of cash.","Mr Cameron also said he did not think it would be right for Britain - or in the national interest - to leave the EU entirely, pointing out that some 50% of nation's trade was with the EU.",0,Attack,A,,,,
3996,rarely have i watched and rewatched a movie with such spectacular cinematography,great post the cinematography is outstanding in this film my jaw hit the floor at some parts as the camera just rolls making you feel like youre there,1,Support,A,,,,
751,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,UKIP have just selected someone to run for Orpington as our potential MP and he's of Indonesian origin and Muslim.,1,Support,A,,,,
1881,Whether UKIP can deliver on their promises if they were to win power at the next general election is a moot point because they will not win power.,Mr Cameron wants to negotiate the return of some powers to Britain before a promised referendum by 2017.,2,No Relation,A,,,,
967,"The core of UKIP seem pretty much right wing, so you can expect those polices to be similar to the current conservative ones which will drive the left leaning voters away in droves. ","He claims an agreement was reached for Mr Nattrass to join his party, becoming its first MEP.",2,No Relation,A,,,,
614,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","Over three million jobs in this country, directly or indirectly, depend on us being in the EU, so that is a big choice.",2,No Relation,A,,,,
3737,this website has so much potential all it needs is a bit of advertising and when the word is spread and maybe you have made an app then it will become popular,i agree with a few functionality improvements it can be one of the best available debating websites,1,Support,A,,,,
482,I would hazard that it’s UKIP’s appeal to tradition and “British values” that appeals – it’s a cosy reimagining of a glorious past and taps into the Little England mentality of a large swathe of tory supporters.,He suggested the three main parties could learn from last time and stage the 2015 debates in a slightly different way.,2,No Relation,A,,,,
1850,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.",And the chancellor also comes under renewed pressure to scrap higher rate tax relief for people paying into a pension.,2,No Relation,A,,,,
2382,yes god is by his nature  supernatural,first of all the bible is not a   science   book,1,Support,A,,,,
3307, just judging from the question obviously the op hasnt got even a high school understanding of what evolution is, first this topic has been on the site at least  times even as recently as a week or so ago and you should run a search before relaunching the same tired junk,1,Support,A,,,,
1932,Plenty of survey's have shown UKIP to be the most hated of the main parties.,UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,0,Attack,A,,,,
150,The more the 'mainstream' parties smear and lie about UKIP the more their support rises.,Journalists were not the only people who made the former Conservative peer's election an uncomfortable experience.,2,No Relation,A,,,,
377,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!","When we recently became aware of possible issues relating to his past and raised the matter with him, he resigned his membership.",2,No Relation,A,,,,
3409, you know a debate like this can be put up to get intelligent information exchange, yes if what you are saying is true then im for it,1,Support,A,,,,
1307,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,"Alluding to the comments, he will refer to public pronouncements that I would not always choose myself.",2,No Relation,A,,,,
1596,"No doubt ordinary people are fed up with the behaviour of the Westminster bubble, but the other reason why UKIP is doing well is that they're articulating the concerns of working people, which Tories never do and Labour hasn't done since if fell under the spell of Tony Blair.",UKIP leader Nigel Farage said the UK had no real control over either the number or the type of migrants that were settling from elsewhere in the EU.,2,No Relation,A,,,,
750,I'm no fan of UKIP but well done to them for initiating a much needed shake up of British politics.,"So, what can we read into the Wythenshawe and Sale East by election?",2,No Relation,A,,,,
1818,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.",There are signs UKIP is starting to pick up the sort of protest votes that traditionally go to the Liberal Democrats - as well as benefiting from a slump in support for the British National Party.,1,Support,A,,,,
2082,The Ukip is only an effect of years and years of fake politics and a lot of radical chic talking nonsense through editorials.,It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,2,No Relation,A,,,,
2838, we can observe it occuring  the fossil record shows changes in lifeforms separated by time  genetic analysis shows similarities at the dna level between similar lifeforms,how do we observe   evolution   occurring i do not see one creature evolving into another one,0,Attack,A,,,,
10,"The country faces more than two big issues, which is where Ukip come apart at the seams in an incoherent bunch of right wing horse shit from whatever Think Tank came along at the time.","In a BBC interview, Lord Tebbit, an ally of former Prime Minister Margaret Thatcher, urged Mr Cameron to immediately put legislation in place to allow for a referendum and set a date for it.",2,No Relation,A,,,,
308,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,"Televised leader debates - long a feature of elections in the US - were held for the first time in the UK in 2010, on three successive weeks leading up to polling day.",2,No Relation,A,,,,
2213,"I voted Tory for 30 years and started supporting UKIP because I want a sovereign, democratic , well governed Britain with Britain put first and its getting clearer by the day that the old Liblabcon parties will not do that.","If, on the other hand, others would not accede to our requests for a rebalancing in the light of the response to the euro crisis, then we would recommend rejection and potential departure from the EU.",2,No Relation,A,,,,
1551,It's a protest vote because (most) people know that UKIP will never net in power.,But as one UKIP member said to me - if this is a protest vote it's a bloody big protest.,0,Attack,A,,,,
3886,Terrorism can sometimes be justified,Terrorism can bring attention,1,Support,A,,,,
3381, i think evolution is a far better explanation than the idea that the world is  years old and theres a guyinthesky, genetic tests have proven that we are very closely related to certain apes a branch on the same family tree,1,Support,A,,,,
2766,the u,here is irons response to the so called rebuttalreply to rebuttalby peter ironsthe pages of a respected law review are rarely filled with such pejorative terms as smear and innuendo poisoning the well and personal attacks,1,Support,A,,,,
3830,Bribery is sometimes acceptable,Bribery is only wrong under a Westerncentric notion of corruption,1,Support,A,,,,
2059,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,Conservative MEP Daniel Hannan said the Tories and UKIP should start having conversations and stop calling each other names.,2,No Relation,A,,,,
204,The reason why UKIP has gained so many votes is because the main parties refuse to deal with immigration and the EU.,"Isolating Britain and damaging Britain's reputation is not the right history to write, he said.",0,Attack,A,,,,
332,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.",The last two years' local elections have seen pretty awful results for the Liberal Democrats.,2,No Relation,A,,,,
741,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"For a man with a pretty damaged back following his plane crash in 2010, with a pretty unhealthy beer-and-fags lifestyle, he has extraordinary energy.",2,No Relation,A,,,,
743,"I don't see UKIP as being far right, they're just further right than the rest who have congregated arund the middle ground.","In Middlesbrough, Labour's Andy McDonald, a solicitor for a trade union law firm and former Middlesbrough councillor, won with 10,201 votes to UKIP candidate Richard Elvin's 1,990.",2,No Relation,A,,,,
465,"The Green Party stands out as different, UKIP are just another bunch of neo-cons, although further out to the right.",He remains the public face of UKIP - still in demand from political discussion programmes and probably the only member of the party most members of the public would recognise - but he is no longer its leader.,2,No Relation,A,,,,
1270,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.","In an interview with The Times, Mr Farage accepted UKIP had struggled to attract talent in its early days, ofte ending up with members holding questionable views.",0,Attack,A,,,,
2939,the order of events in genesis i agree with   science  ,certainly there is value in the documents from which human culture has derived the christian bible the value of which is to be determined individually by the reader,1,Support,A,,,,
3655,it would be nice if you could add the ability to rate questions as well,but is this not implied by the popularity of the question the number of answers it has,0,Attack,A,,,,
3520,the only obsession i see is the obsession gays have in seeking acceptance for their lifestyles,you keep starting all these threads on gays called obsession,0,Attack,A,,,,
3161,as has already been covered,genesis  and  say and there was evening and there was morning a sixth day,0,Attack,A,,,,
647,"I don't believe Farage is a racist and I don't believe the UKIP policies are racist, but I do think they will be the party that attracts most support from racists.","We do sometimes refer to them as 'bottlefield tours', says fellow forager and UKIP MEP Godfrey Bloom.",2,No Relation,A,,,,
480,Many racists and especially xenophobes find the UKIP message appealing.,"This whole analysis that the UKIP vote purely damages the Conservatives' chances simply isn't true, he said.",2,No Relation,A,,,,
2348,in a recent article casey luskin addresses the recent findings that changes in a regulatory gene can help explain the morphological differences between the chimpansee and humans,the question is somewhat meaningless because you can believe that we were created by design and still conclude that intelligent design as proposed by the discovery institute and its fellows  is a scientifically vacuous concept,1,Support,A,,,,
706,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,UKIP simply want to stop an unrestricted flow of a very large number of unskilled people coming into Britain at a time when we have a million young unemployed people.,0,Attack,A,,,,
1738,UKIP is a vessel through which a protest is being delivered. ,But Mr Cameron dismissed UKIP's showing as a protest by voters and promised to stay true to his principles.,1,Support,A,,,,
1521,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,He said he had warned the prime minister of repercussions of changes and told BBC Radio Berkshire that his daily prayers had convinced him the recent flooding was the consequence.,2,No Relation,A,,,,
1176,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.",The EU is no longer an academic debate because it's affecting people in their everyday lives.,1,Support,A,,,,
3887,Terrorism can sometimes be justified,Harm to others is never legitimate,0,Attack,A,,,,
713,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!","She said the newly-elected Tory MPs were a Eurosceptic bunch who favoured re-negotiating the UK's relationship with the EU, but not leaving it.",2,No Relation,A,,,,
663,"On voting day, this week the vast majority of the British public will not vote for UKIP.",The Liberal Democrat - and former Conservative - MEP Edward McMillan-Scott said it was in Britain's interest for David Cameron to deal with his party's UKIP tendency.,2,No Relation,A,,,,
1543,"UKIP are a two trick pony, Europe and immigration that's it.",UKIP has evolved over the two decades since it was created from an anti-EU pressure group into a fully fledged party which has now proved that it can succeed beyond European elections.,0,Attack,A,,,,
1739,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.",Amjad Bashir was responding to comments on Wednesday's Daily Politics from ex-deputy PM Lord Heseltine that UKIP was a racist party.,2,No Relation,A,,,,
2825,caseylate last night i posted my final rebuttals to the ncse on opposingviews,casey relies on the fallacy that undermining evolution somehow provides merit to id,1,Support,A,,,,
2129,Plenty of survey's have shown UKIP to be the most hated of the main parties.,"Explaining his decision to swap sides, Mr Campbell Bannerman - MEP for the East of England - said UKIP had become obsessed with single issue politics, internal fighting and shouting from the sidelines.",1,Support,A,,,,
2673,nobody ever said that natural selection was random,the random comes in when particles of rna that came out of the primordial ooze aligned by chance in such a way to produce a singlecelled organism,0,Attack,A,,,,
3314, and the reason why there are so many species that arent on this planet any longer, i really like bananas so i mustve evolved from monkeys p,1,Support,A,,,,
2763,here is the response to irons which was also published in the montana law review,pt,1,Support,A,,,,
507,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","MEP Godfrey Bloom, who was recorded using the phrase, said he had subsequently realised it could be interpreted as pejorative.",2,No Relation,A,,,,
739,"In UKIP, we have a new political force which looks likely to poll very well in a national election.","He was elected UKIP leader again in November, having stood down to campaign for a seat in the House of Commons.",2,No Relation,A,,,,
2518,id is ridiculously and obviously not   science   ,so are we asking if a telic force exists or are we trying to psychoanalyze the intentions behind itwhy are these two questions always independent  i would think that any theory of id that made no attempt to identify and analyze the designer was an incomplete theory,0,Attack,A,,,,
3005,on the origin of species is out of date,which do you believe they are after all both based on books written by men,1,Support,A,,,,
3036,all this is hard to understand,as i stated above i believe neither side,0,Attack,A,,,,
3607,i stand corrected on the temperature of space  kelvin translates into  f and i suppose its possible that something could survi have but not likely no matter what entropy on earth would increase,i have always liked this line of evidence too but i always forget about it in the fog of war,1,Support,A,,,,
3334, on what day did god make the fossils  very simplistic yes it is, in the beginning,1,Support,A,,,,
1874,UKIP doesn't need to win power to force the changes people want.,"According to the Daily Telegraph, Mr Farage suggested to Mr Murdoch at the meal that he would form an electoral pact with the Conservatives if David Cameron stood down as leader.",1,Support,A,,,,
3757,undergrads contribute to research,yes and urop is great,1,Support,A,,,,
3427, evolution is still happening, sorry but this is not an opinion,1,Support,A,,,,
3793,We should ban religious symbols in public buildings,Western societies are secularly focused,1,Support,A,,,,
3323, god created the world we did not evolve from monkeys its in the good book, the evolution that i believe in is not the kind you think,1,Support,A,,,,
1924,"UKIP's position is not reasonable, but racists and proto-fascist, considering they have nothing to say about the finance capital bombing of the economy, but to put all the blame for Europe's woes onto immigration.","The charge put by its deputy leader David Campbell Bannerman when he defected to the Conservatives in the wake of the May elections was that UKIP remained, at heart, a single issue pressure group.",1,Support,A,,,,
1928,"Everybody's got their own take on Ukip but I still say that what's fuelled their rise is disgruntlement about wages and working conditions, which ultimately have little to do with immigration - it's much more a case of good old exploitation by the capitalist classes.","The by-election is the first to be held since the last election, making it the first significant test of the coalition government's popularity.",2,No Relation,A,,,,
3227,just like pluto orbiting the sun completely and gravity theyre theories but in the scientific way of using the word,aha exactly and we now know that pluto is a planetoid not a planet,0,Attack,A,,,,
1701,Labour won't have anything to do with UKIP as they are more right-wing than the Tories. ,He said UKIP was clearly taking a very right wing position which pandered to an obvious anti-Europeanism.,1,Support,A,,,,
2916,perhaps what is needed is to distinguish between academic freedom and peer review,the debate here is false because both id and darwiniannatural selection theory are inadequate,1,Support,A,,,,
993,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,"Mr Farage says he will give up as leader if UKIP doesn't win seats at Westminster at next year's general election, where he would represent all of the British people.",0,Attack,A,,,,
1275,"The Green Party stands out as different, UKIP are just another bunch of neo-cons, although further out to the right.",The conference continues until Wednesday when Mr Cameron will deliver his keynote speech.,2,No Relation,A,,,,
3825,European Parliament elections should involve only one voting district all of Europe and not separate country seats,This avoids the real questions about the European Parliament,0,Attack,A,,,,
2625,that figures,contribution from joe gjoe ggeez pvm your position that everything comes down to sheer dumb luck is totally vacuous,0,Attack,A,,,,
3873,We should use torture to obtain information from suspected terrorists,In the event of an imminent attack it is only reasonable to use force to find information,1,Support,A,,,,
3931,We should allow voting at 16 in European Parliament elections,There should not be different voting ages for different elections,0,Attack,A,,,,
1527,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"Mr Cameron also said he did not think it would be right for Britain - or in the national interest - to leave the EU entirely, pointing out that some 50% of nation's trade was with the EU.",0,Attack,A,,,,
3480,i do not know why you are having such a hard time making sense of my quotes,what quotes that is what i was asking you to repost because i can not find anything intelligent you have either posted or quoted at all,0,Attack,A,,,,
2920,you cant offer anymore than theory for one or the other,you cant offer anymore than theory for one or the other,0,Attack,A,,,,
2539,it always has been and always will be impossible to have a design without a designer,all design is intelligent it takes thought to construct any type of design when you see things take place in science they happen because of all the laws that were put into place by an intelligent designergoing back to the idea of a storm and engines when you get in a car and turn the key you have a spontaneous violent storm erupt inside the engine it all takes place because of all the elements of the design working in concert to produce the effect this and all design requireintelligent thought ,0,Attack,A,,,,
1181,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.",The Conservative leader said he was angry at the remarks and accused Mr Barroso of lecturing his party.,2,No Relation,A,,,,
3928,We should allow voting at 16 in European Parliament elections,It would help distinguish between levels of elections,1,Support,A,,,,
3041,tell me have you ever read the origin of the species i have and i find it to be a pretty far stretch,many people claim that certain writings are the word of god,1,Support,A,,,,
3905,I believe that opinion polls harm the democratic process,Opinion Polls should not be published 2 weeks in advance of an election,1,Support,A,,,,
2951,look at it like this,from here we can see that the bible already is going to not have any sort of  exact meaning,0,Attack,A,,,,
1523,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.",We've seen over and over again even safe seats change hands against the governing party in a by-election and that's when they didn't have to contend with the sitting MP leaving for family reasons.,2,No Relation,A,,,,
3915,We should negotiate with terrorists,Negotiation isolates those who are only interested in violence,1,Support,A,,,,
2201,UKIP's sole aim at the general election is to get a smallish number of MPs elected but enough to hold the balance of power and do a deal with the Tories.,I can categorically rule out any form of electoral pact with UKIP or anyone else.,0,Attack,A,,,,
318,"The momentum is definitely with UKIP at the moment, hopefully that will continue with the up and coming by-elections.","And for supporters on the right, UKIP can claim to offer the real deal Conservative cordial, rather than what they see as the diluted squash of coalition.",1,Support,A,,,,
3734,lots and lots of things to see i loved the kitchens at the royal palace the egyptian museum and the museum of cinema such a variety of things to see,sounds lovely,1,Support,A,,,,
1230,"There's an election next month, UKIP are campaigning on the streets right now, and candidate upon candidate keeps churning out ridiculous (often racist, sexist or homophobic) views.","Mr Neville, interim chair of Youth Independence - UKIP's youth wing - has been asked to stand down after comments he made in an interview with BBC Radio 4's The World at One last month.",1,Support,A,,,,
626,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","Labour leader Ed Miliband said he would have preferred to have done better but it was tough territory for his party as it had never come close to winning Eastleigh before, even in its 1997 landslide election year.",2,No Relation,A,,,,
1616,"UKIP is certainly NOT racist or xenophobic - if you, as I'm you have done, read our policies on the website there is no suggestion of this at all, it is more a rumour and conspiracy of the lefties. ","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",1,Support,A,,,,
3819,European Parliament elections should involve only one voting district all of Europe and not separate country seats,There would be much more choice,1,Support,A,,,,
837,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.","The plan was then that he would run for office again in 2014 and step down after a year if he won a seat, in favour of a colleague, Mr Tilbrook says.",2,No Relation,A,,,,
264,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,It's sad how anybody can be offended by a reference to a country that doesn't exist.,2,No Relation,A,,,,
1213,Labour won't have anything to do with UKIP as they are more right-wing than the Tories. ,Some Conservative MPs raised questions about the leadership.,2,No Relation,A,,,,
