orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
152,"UKIP are a two trick pony, Europe and immigration that's it.","This is something the party plans to introduce for its own councillors, and would bring in for all councillors in a UKIP-led council.",2,No Relation,C,0,0,1,,
676,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,They might be voting for UKIP because they want to have a referendum on Europe.,0,Attack,C,1,0,0,,
3947,Transparency is necessary for security,Transparency helps reduce international tension,1,Support,C,0,1,0,,
1546,"Ukip is the only party advocating withdrawal from the failing EU, a sensible idea for a lot of people!","UKIP's local election manifesto, concentrates on its flagship policy of ending open door immigration and putting pressure on the government not to lift restrictions on workers from Bulgaria and Romania on 1 January, which proved a successful formula in Eastleigh.",1,Support,C,0,1,0,,
3111,maybe get someone to do your studies who doesnt pay a tithe  someone who perhaps doesnt own a   bible  ,consider reading chance or purposeat any rate chance is an obviously derogatory word to try to bias the argument against   evolution   and purpose is obviously meant to imply that some intelligence is involved,1,Support,C,0,0,1,,
2155,UKIP getting a large chunk of the vote in the EU elections sends a message to Europe that they cannot take the UK membership for granted.,He responded by describing the criticism as laughable nonsense.,2,No Relation,C,0,0,1,,
272,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",The Liberal Democrats would not allow it to be introduced as government legislation - arguing that should focus on the big issues like the economy.,2,No Relation,C,0,0,1,,
2585,anybody that thinks there is currently a healthy scientific debate over intelligent design has missed the history of the last  years,theology it says in his profile,1,Support,C,0,1,0,,
2996,if you take a basic biology course at the high school level just a reminder biology is accepted by almost all religions regarding contentthere would be a detailed explanation of how life was created by chemical compounds and reactions,if the bible is the inspired word of the infinite creator god then it must be selfauthenticating and selfattestingand it is,1,Support,C,1,0,0,,
3099,agreed  percent  this is my frustration with people who want to find every possible motive to discredit creationism they seem to want everyone to accept their viewpoints without question while they seemingly want to question and discredit anyone who does not see from their points of view,god created the universe therefore god created   science  ,0,Attack,C,0,1,0,,
3598,is it possible that the rigidity of many evangelical churches is and what they expect of their members drives couples to divorce when one partner is not as on board as the other,i think you nailed it i also think that if you are willing to give up your relationship over religion you could be on the border of addiction not faith not you personally but rhetorically,1,Support,C,0,1,0,,
3473,science has managed to show that life and non life are not distinct and are indeed simply a continuium of molecular complexity and function,you have got to be kidding me this has got to be one of the absolute dumbest things i have heard you are truly one confused individual if you can not tell there is a distinct difference between a living thing and a non living thing that nonliving things are missing something that living things have,0,Attack,C,1,0,0,,
2532,remember nick matzke a few years ago he outlined based on an extensive study of the scientific literature and homology studies a plausible scenario for the evolution of the bacterial flagellum,science was able to intelligently design flagellar function,0,Attack,C,1,0,0,,
1695,UKIP getting a large chunk of the vote in the EU elections sends a message to Europe that they cannot take the UK membership for granted.,"More people were considering voting for UKIP at a general election than ever before, he suggested, and this current poll surge was different from previous spikes in support which were linked to European elections.",1,Support,C,0,1,0,,
2742,i will address the post by americans united for separation of church and state here and then address the question of constitutionality in another post,in my previous post i discussed by the auscss arguments were flawedboth factually and logically,1,Support,C,0,1,0,,
2923,after all he is just trying to compete with your legacy nick,your friend pvm gave out in this discussion  httpwww,0,Attack,C,0,0,1,,
791,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,"That, he said, would present a real challenge to Labour leader Ed Miliband to make it known where he stood.",2,No Relation,C,0,0,1,,
3687,apple no comparison there excellent quality longevity of hardware amazing support,way to expensive for what you get the only advantage is maybe the longlife battery but even this is now standard in other laptops too,0,Attack,C,1,0,0,,
374,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.",Emma Lewell-Buck made history becoming the constituency's first female MP.,2,No Relation,C,0,0,1,,
3107,the fact that we do not know i believe only gives more power to godyes  our ignorance proves that there is a god  or maybe not,imagine you found a grain of rice and you wanted to measure its length,1,Support,C,0,0,1,,
4001,after sitting through this movie i could not fathom why it is rated so high after the clone plot is revealed the movie lacks the grip and mystery altogether,i thought the rating was too high also i nearly fell asleep halfway through,1,Support,C,0,1,0,,
1245,"I don't see UKIP as being far right, they're just further right than the rest who have congregated arund the middle ground.","Bhutto regularly appeared as UKIP's Commonwealth spokesman, and as a party representative, in local and national media.",2,No Relation,C,0,0,1,,
3246,evolution may not have been perfect when it was first thought up but it was still pretty damn good,no scientific evidence of course,1,Support,C,1,0,0,,
4043,i turned this movie off halfway through because i was bored out of my skull then i come here and its got a high rating granted its got a good storyline good acting nice cinematography but somehow still managed to bore me to tears,too bad you turned it off halfway through because the ending totally rocks,0,Attack,C,1,0,0,,
2260,If there are enough Ukip votes it should frighten all the parties sufficiently to make them realise they can't just ignore the electorate.,But even if it bought him a bit of peace and quiet within the party it seemingly failed to neutralise the threat from the UK Independence party (UKIP) as the Tories slumped to third place in the Eastleigh by-election.,2,No Relation,C,0,1,0,,
3945,Transparency is necessary for security,Transparency is a good in and of itself,1,Support,C,0,1,0,,
477,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!","Demetri Marchessini, who has made two donations totalling £10,000 to UKIP, is a conservative nut case who wrote a book arguing women who wear trousers are demonstrating hostile behaviour.",1,Support,C,0,1,0,,
2463,the di is correct to point out that a lack of merit of id should not be confused with its religious implications however the combinations of its religious foundations with a lack of scientific content provides a strong argument against id having merit scientifically and delegates it to the realm of theology,but i think you dont realize the importance of your concession that the di is correct to point out that a lack of merit of id should not be confused with its religious implications,1,Support,C,0,1,0,,
1209,The reason why UKIP has gained so many votes is because the main parties refuse to deal with immigration and the EU.,"If I was confident that Labour were going to do it, I would want to get there first.",2,No Relation,C,0,0,1,,
2889,while i did feel for some time that id had merit i also must admit that i believed for some time that it was religious due to those early pandas drafts,i changed my mind and felt somewhat angry when i realized just what those early drafts meantyou mean you accepted the attempt to reconcile the early drafts while ignoring the facts sadly you seem to have fallen victim of di propaganda,0,Attack,C,1,0,0,,
2261,UKIP's proposals on membership in the EU and migrants are at best purely demagogic: they do not take into account facts and more general issues.,Michael Fabricant has suggested offering an in/out referendum on UK membership of the EU if UKIP promises not to stand against Tory candidates in 2015.,2,No Relation,C,0,0,1,,
630,"I suspect that even if political parties addressed many of the concerns that UKIP raise, it wouldn't make any difference - the UKIP voter would still find something about modern Britain objectionable.",He talks about his own life as a former financier - I worked hard in the City for 20 years up until lunch time.,2,No Relation,C,0,0,1,,
3443, yes there is evidence, i take issue only with the word no in this title though without it there wouldnt be much debate so fair play,1,Support,C,0,1,0,,
31,If UKIP is really the best our country can do for an alternative then we are all doomed.,I don't believe the party is going to think we have had it with him.,2,No Relation,C,1,0,0,,
1369,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.","I'm no Robert Kilroy Silk, he says, citing the daytime television star who once aspired to lead the party.",2,No Relation,C,0,1,0,,
140,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"He told the BBC that UKIP, which wants Britain to leave the EU, was making its cause more mainstream among Labour and Tory MPs via its campaigning.",1,Support,C,0,0,1,,
707,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,"He claimed UKIP could top the polls in the 2014 European elections if it could could take 27% of the vote, and recalled it has risen from third to second in last euro elections.",2,No Relation,C,0,0,1,,
683,Hopefully we will see our first UKIP MP before the general elections next year.,"As UKIP celebrates its 20th anniversary with its annual conference on Friday, City spokesman Steven Woolfe said it had grown tremendously.",1,Support,C,0,1,0,,
587,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.","Only 33% said they would never consider voting UKIP, with many people seemingly taken by their message.",0,Attack,C,1,0,0,,
1765,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","It has rejected claims by cabinet minister Ken Clarke and others that it is simply against foreigners, arguing that it is in favour of a sensible managed migration policy, something Mr Farage argues is not possible while Britain remains in the EU.",0,Attack,C,1,0,0,,
3027,obviously you havent done much reading on the aig website,obviously you havent done much reading on the aig website,0,Attack,C,0,1,0,,
1583,"UKIP is certainly NOT racist or xenophobic - if you, as I'm you have done, read our policies on the website there is no suggestion of this at all, it is more a rumour and conspiracy of the lefties. ",Amjad Bashir was responding to comments on Wednesday's Daily Politics from ex-deputy PM Lord Heseltine that UKIP was a racist party.,0,Attack,C,0,0,1,,
1871,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,"Al-Qaeda's beliefs were at odds with classical and contemporary mainstream Islam, she added.",2,No Relation,C,0,0,1,,
3173,theres no point arguing against evolution when you dont understand it in the first place,now creationism to me makes much more sense,0,Attack,C,1,0,0,,
2877,fundamental pointsthere are wellcredentialed scientists who support intelligent design idso what  there are many many more wellcredentialed scientists who say intelligent design is nonsense,i happened to drop by the discoverys institutes website which claims to be interested in improving the accuracy in reporting and read an interesting blurb titled ncse promotes shrill editorial suggesting students be forced to consider the possibility that there is no god,1,Support,C,0,0,1,,
2479,this post by casey luskin graphically illustrates why intelligent design is not science,ian asksif a prominent id advocate cant even get the description of one basic paper right how are they going to handle more complicated papers on the evolution of the immune systemin other words its not just the ignorance of science but the ignorance of the id proponent which seems to trigger design inferences,1,Support,C,0,1,0,,
406,"The UKIP mainstay vote is in normal working people because they never voted for 4 million immigrants, they never voted for Multiculturalism.",He will do what he thinks is best for the country in its relations with the EU.,2,No Relation,C,0,0,1,,
2140,UKIP will not improve public services.,"As well as campaigning against wind farms and increased migration, which UKIP claims is placing a strain on housing and public services, the party has three overarching polices for councils across England.",0,Attack,C,0,0,1,,
2852,when there was a move to distribute unlocking the mystery of life dvd to australian schools a few worried scientists headed by michael archer from unsw got together and signed a letter on behalf of  scientists and educators,idnetto comment on whether id has merit or not it is minimally necessary that people be properly informed of the arguments involved,0,Attack,C,0,0,1,,
2790,  it sounds like there was an overarching policy limiting students speech on campus for this one, i have been a christian most of my life and the ten years i lived outside the community was hell on earth,0,Attack,C,0,0,1,,
2569,jaythat means that anyone who dares speak of purpose or design within science or when discussing scientific evidence ceases to be a scientist,months later and i think we can agree pandas did not advocate religion,0,Attack,C,1,0,0,,
3149,any sincere new testament bible studdent knows that there is only one one reliable and true book the bible,i really feel sorry for you,0,Attack,C,1,0,0,,
1315,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,"Asked what he would do if the British people voted to remain in the EU, Mr Farage joked that he would have to get a proper job.",2,No Relation,C,0,0,1,,
1891,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,He promised that his party would sing Mr Lynam's humorous version of Send in the Clowns at its South East conference on 8 June.,2,No Relation,C,0,0,1,,
1625,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.",But the prime minister said keeping the status quo was not an option.,2,No Relation,C,0,0,1,,
2873,sologosi dont believe that there is a significant controversy about the concept of natural selection,pvmcool now the claim is the arrival of variation,0,Attack,C,0,0,1,,
267,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"Asked if the UK Independence Party should take part, he said usually it was just the three major parties, but it was up to the debates' organisers.",2,No Relation,C,0,0,1,,
2744,schen,first thanks for the reply,0,Attack,C,0,0,1,,
3170,scientific subjects such as the creation and development of the universe arent really democratic topics,to me i do not see us evolving even if it takes forever it still does not show,0,Attack,C,0,1,0,,
512,A vote for UKIP is a vote to leave the EU and recover power over our national life.,UKIP Councillor David Silvester said floods had happened after David Cameron acted arrogantly against the gospel.,2,No Relation,C,0,0,1,,
3656,there is a spelling error on the page after you have registered saying to verify your account by email ,thank you for your feedback it has been fixed now,0,Attack,C,0,1,0,,
2596,   httpwww,the wmap data does not indicate we are at the center of the universe nor does the goldilock enigma really predict such,1,Support,C,0,0,1,,
2729,well isnt that what the whole debate here is about,tjagain you may have faith that methodological materialism will solve all of these problems in the distant future,0,Attack,C,0,0,1,,
1258,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.","At this point, in a moment that could almost be a set-up, but seems genuine enough, Farage is approached by a fan.",2,No Relation,C,0,0,1,,
399,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.","Marta Andreasen, who represents the South East England in the European Parliament, said she was unlikely to stand as a UKIP candidate next year.",2,No Relation,C,0,0,1,,
3667,the wall thickness x should be five millimeter,this wall thickness is too thin,0,Attack,C,0,1,0,,
122,"The core of UKIP seem pretty much right wing, so you can expect those polices to be similar to the current conservative ones which will drive the left leaning voters away in droves. ",He rejected suggestions that calls to scrap Trident had appeared at one stage on the party's official website.,2,No Relation,C,0,0,1,,
1759,UKIP are asking the questions that haven't been asked by the opposition or the media.,"UKIP does not have any MPs, he said, because the first-past-the-post system is brutal to a party like us.",2,No Relation,C,1,0,0,,
2205,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,"Liberal Democrat leader Jason Zadrozny believes what sets his party apart from its rivals, is an alternative offer for the people of Nottinghamshire .",2,No Relation,C,0,0,1,,
1048,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,2,No Relation,C,0,1,0,,
2037,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.",One stall is fronted by Marta Andreasen - a sitting UKIP MEP - who has called for the leader Nigel Farage to resign.,1,Support,C,0,1,0,,
663,"On voting day, this week the vast majority of the British public will not vote for UKIP.",The Liberal Democrat - and former Conservative - MEP Edward McMillan-Scott said it was in Britain's interest for David Cameron to deal with his party's UKIP tendency.,2,No Relation,C,0,0,1,,
3460,the problem with this is that usually when someone exercises their right it many times infringes on someones elses rights,do not even think about contriving how gay marrige violates your rights assmonkey that is the most ludicrous insane statement i have yet heard from the religious right,0,Attack,C,1,0,0,,
3732,perhaps a marathon,a marathon sounds good,1,Support,C,0,1,0,,
1642,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,Downing Street said the prime minister's views about Europe were clear and he believed it was important the public had the evidence and analysis to consider the question of the UK's membership.,2,No Relation,C,0,0,1,,
2430,when held to the standards of proof required for all other scientific theories id fails,i grant your point sir,1,Support,C,0,1,0,,
3669,too thin it will not be very durable,but the used material is strong so two centimeter seems to be a good choice,0,Attack,C,1,0,0,,
1387,"Marketing UKIP as ""the people's army"" is a bitter irony.","It's early days, but there is talk here of UKIP coming second and the Conservatives slipping to third, our correspondent added.",2,No Relation,C,0,0,1,,
1992,"The ratio of nutters in UKIP is far higher than in other parties, especially so since they seem determined to take all the Tories' fruitcakes off them.","Of course it is racist, the language, the rhetoric, the membership, who doubts it?",1,Support,C,0,1,0,,
1717,"UKIP is a not a real party, with a clear global ideology and vision addressing all aspects of society: it is focusing on a handful of issues (all centered around membership in the EU and migrants), mostly ignoring global financial issues, health, education, security etc.","UKIP are certainly trying to professionalise, to move away from its more amateurish origins, but they seem to fail to do so.",1,Support,C,0,1,0,,
3188,therefore your usurpation of supposed assumption of stated opinion cannot be proven or supported by evidence but is not substantial enough to answer the question specifically,what evidence is there that universal evolution doesnt exist the universe constantly changes,1,Support,C,1,0,0,,
1899,"UKIP is a party stronger for its diverse opinions and sometimes anarchic views; much better than the automatons in the Establishment parties, who just say what they think the public wants to hear, except when the mask slips.",UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,1,Support,C,0,1,0,,
2211,UKIP seems overwhelmingly to be staffed by racists who want to keep people not born in this country outside this country.,Downing Street said the prime minister's views about Europe were clear and he believed it was important the public had the evidence and analysis to consider the question of the UK's membership.,2,No Relation,C,0,0,1,,
314,"There's an election next month, UKIP are campaigning on the streets right now, and candidate upon candidate keeps churning out ridiculous (often racist, sexist or homophobic) views.","We certainly need to improve women's place at senior level on those companies that are running the major organisations in this country, she added.",2,No Relation,C,0,0,1,,
3928,We should allow voting at 16 in European Parliament elections,It would help distinguish between levels of elections,1,Support,C,0,1,0,,
386,Support for UKIP simply indicates that people have noticed that the major parties do not represent their interests.,"The Middlesbrough Lib Dem candidate, George Selmer, came third with 1,672 votes, or nearly 10% of the vote.",2,No Relation,C,0,0,1,,
382,"I voted Tory for 30 years and started supporting UKIP because I want a sovereign, democratic , well governed Britain with Britain put first and its getting clearer by the day that the old Liblabcon parties will not do that.","Former UKIP deputy leader David Campbell Bannerman defected to the Tories soon after, expressing concerns about the party's direction.",0,Attack,C,1,0,0,,
192,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!","But it caused tensions in the Tory ranks, with Mr Cameron accused of being out of touch with his grassroots.",0,Attack,C,0,0,1,,
4047,i turned this movie off halfway through because i was bored out of my skull then i come here and its got a high rating granted its got a good storyline good acting nice cinematography but somehow still managed to bore me to tears,i will also agree that i was bored at times considering all of the reviews that this movie got,1,Support,C,0,1,0,,
2292,teaching the creationismevolution controversy is important to student learning,preventing the teaching of creationism violates freedom of religion,1,Support,C,0,1,0,,
339,Intellectually I rate Farage much higher than Cameron; he has a very sharp and quick wit and is an excellent public speaker.,"This will be only the fifth occasion since the 1945 general election when the Lib Dems, or their predecessors the Liberals, have defended a parliamentary seat in a by-election.",2,No Relation,C,0,0,1,,
1473,UKIP is a vessel through which a protest is being delivered. ,"And at by elections voters are not choosing a government - they can shout loudly and protest, safe in the knowledge that it won't change the person who lives in Downing Street.",2,No Relation,C,0,1,0,,
1771,UKIP's proposals on membership in the EU and migrants are at best purely demagogic: they do not take into account facts and more general issues.,Michael Fabricant has suggested offering an in/out referendum on UK membership of the EU if UKIP promises not to stand against Tory candidates in 2015.,2,No Relation,C,0,0,1,,
1949,UKIP are blatantly disregarding the possibility of man made climate change.,"I think the debate predominantly should be about people who have a prospect of becoming prime minister, Mr Cameron told the BBC's Andrew Marr show.",2,No Relation,C,0,0,1,,
1192,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.","Downing Street has said Conservative MPs will be under a three-line whip, the strongest order a party can give, to support it.",2,No Relation,C,0,0,1,,
492,"I sense that Farage is a total megalomaniac, a charlatan, someone who is in it for the attention and the glory and that in a strange way, that many UKIP voters know this but don't seem to mind.","Mr Farage, who failed in his attempt to become an MP in May, said he was the best man to lead UKIP from the front.",0,Attack,C,1,0,0,,
2507,in fact behes claim is either tautological or it is wrong,in fact behes claim is either tautological or it is wrong,0,Attack,C,0,1,0,,
2808,tjwho the designer is has nothing to do with id theory and everyone knows that,after admitting that science is not atheistic he now accuses atheists scientists and christians alike of not liking ids implications when in fact anyone should realize that these objections are firstmost about the lack of scientific content of id and that the strong religious foundation of id is only secondary to this,0,Attack,C,1,0,0,,
3904,I believe that opinion polls harm the democratic process,Opinion polls can lead to tactical voting which may have unintended outcomes,1,Support,C,0,1,0,,
183,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,Most people in the country agree we are being mucked around by our friends in Brussels most people think that immigration is too high most think that welfare has got out of kilter.,1,Support,C,0,1,0,,
3338, yes i believe the theory of evolution is wrong as there are no scientific facts about that, yes the theory of evolution is wrong it got popular when darwin wrote the book the origin of species but later on many scientists proved from several experiments that it is an incorrect theory,1,Support,C,0,1,0,,
2928,heres some links to actual passages something nick failed to provide as requested,debates like this do nothing more but cause problems for people who are trying to pursue legitimate alternatives to neodarwinian theory,0,Attack,C,1,0,0,,
722,"UKIP are an independent party and have shown that their appeal is broad, making big dents in staunchly Labour voting areas as well as the recent bi-election successes.",She may have deeply divided public opinion but despite her death many in the Conservative Party believe her legacy lives on.,2,No Relation,C,0,0,1,,
206,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","They are growing less active, with 44% saying they spend no time on party activity in an average month.",2,No Relation,C,0,0,1,,
18,Hopefully we will see our first UKIP MP before the general elections next year.,I frankly thought it was so funny that when a journalist friend rang me and I told them about it they said they would write the story.,2,No Relation,C,0,0,1,,
971,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,"I thought they took up too much of the campaign, so I think we could start them a bit earlier.",2,No Relation,C,0,0,1,,
2491,the biologic institutemy my what nonsense,so your argument is by pushing scientists to find more junk dna it is in fact useless to the organism vestigial limbs my tailbone does nothing and has no purpose and i could have it removed with no damage to my functioning and other disproofs of intelligent design id serves the purpose of annoying scientists into progresscouldnt you just advance the cause of science by doing experiments and recording data,1,Support,C,1,0,0,,
2439,all human design and resulting construction starts with what exists a designer and things entities,theories are not supported by finding confirming evidence only,0,Attack,C,1,0,0,,
2145,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","UKIP, which has called for withdrawal from the European Union and greater restrictions on immigration, has seen improved poll ratings this year.",2,No Relation,C,0,1,0,,
2511,behe claims that that is not the sort of process one needs to build complex molecular systems,i dont follow dr,0,Attack,C,0,0,1,,
2908,oopsie,that luskin accuses the ncse of rewriting history and law when both clearly established the evolution of creationists via cdesign proponentsists to design proponents,0,Attack,C,0,1,0,,
319,"UKIP are just another bunch of freeloaders, using peoples fears and prejudice to gain votes so that they can get their snouts into the trough.","Liberal Democrat Chief Whip Alistair Carmichael will move the writ to trigger the contest on Thursday, meaning it will take place just over three weeks after Huhne stood down.",2,No Relation,C,0,0,1,,
2823,instead of a bolt of lightning hitting a pool of   chemicals   and making a cell pop outwhere did i say thatit was most likely a slow process taking place along the ancient shores,where did i say thatit was livvy that originally said it,0,Attack,C,1,0,0,,
1600,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","UKIP recorded their best ever Westminster election performance and brought humiliation to the Conservative candidate, in the process triggering a debate within the party about how to deal with their rivals.",1,Support,C,0,1,0,,
3391, nothing in biology makes sense except in light of evolution, i definitely agree with evolution,1,Support,C,0,1,0,,
2554,i asked the questions to give mr behe a hint about how to formulate a proper argument,i was using your rhetorical question to attempt to get a discussion going,1,Support,C,0,1,0,,
1482,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,"Labour leader Ed Miliband said earlier this month that his MPs would not take part in the vote on Friday, describing the bill as a gimmick.",2,No Relation,C,0,0,1,,
308,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,"Televised leader debates - long a feature of elections in the US - were held for the first time in the UK in 2010, on three successive weeks leading up to polling day.",2,No Relation,C,0,0,1,,
3780,on the one hand having your own company creates a hopefully long lasting value that can be passed on to the family on the other hand it seems more risky,i think each situation has its pros and cons having your own company can be more fulfilling but at the same time more stressful,1,Support,C,0,1,0,,
2090,UKIP getting a large chunk of the vote in the EU elections sends a message to Europe that they cannot take the UK membership for granted.,"UKIP defied the odds again at last year's European elections, beating Labour into third place, much to the dismay of those, on the left and right, who had written the party off as a busted flush.",1,Support,C,0,1,0,,
3772,yes i never thought of that but that is a brilliant question and so true when you are part of a big family you should have a say in things that affect you ,for a successful economic union cultural union should be followed,1,Support,C,0,1,0,,
2367,first i believe that religion is manmade as are christ buddha mohammed et al,ask yourself this if the universe is expanding what happens when that expansion ceases my answer is that it cant be random,0,Attack,C,1,0,0,,
1444,"Europe is no longer fit for purpose and we'd do better to be out than in, plus save a whole load of cash.","Mr Cameron also said he did not think it would be right for Britain - or in the national interest - to leave the EU entirely, pointing out that some 50% of nation's trade was with the EU.",0,Attack,C,1,0,0,,
4052,the only good thing in this movie was dr schultz after that it was a yawn fest,very true its as unpleasant as can be and not entertaining in the least this has to be the most overrated film of the past two years,1,Support,C,0,1,0,,
3601,im prochoice but to say that having an abortion should not or will not effect either parent is callous you will most likely at minimum wonder regretfully what could have been choice in abortion is not a small choice like whether to wear a blue or black suit and should not be,could not agree more,1,Support,C,0,1,0,,
2013,UKIP are the only party willing to have a sensible open debate on the key issues affecting the country. ,He said it was time for a proper debate about the difference between a refugee - who fears for his or her life - or somebody moving simply for economic benefit.,2,No Relation,C,0,1,0,,
3421, i didnt see it so it cant be true, i have repeatedly asked for proof on this site and have yet to be supplied with any real proof,1,Support,C,0,1,0,,
2117,"If we leave the EU we will save billions of pounds which can then be invested in our ailing national infrastructure, notably the NHS.",The committee said the EU had helped to transform Europe from a continent of war to a continent of peace.,0,Attack,C,1,0,0,,
1988,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.",Contrary to massive public rumour I never wanted to be a minister.,2,No Relation,C,0,0,1,,
1552,UKIP's sole aim at the general election is to get a smallish number of MPs elected but enough to hold the balance of power and do a deal with the Tories.,"We're not going to do a pact with UKIP anymore than I'm going to do a pact with the Lib Dems and go into the next election with them, said Mr Shapps.",0,Attack,C,0,1,0,,
1383,For what its worth I think UKIP is a one trick pony and is unelectable in a general election.,"UKIP meets just days after one of its ex-deputy leaders quit the party, frustrated by its totalitarian leadership and narrow policies.",1,Support,C,0,1,0,,
1738,UKIP is a vessel through which a protest is being delivered. ,But Mr Cameron dismissed UKIP's showing as a protest by voters and promised to stay true to his principles.,1,Support,C,0,1,0,,
1766,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.",Their debate followed a Daily Politics flim looking at a possible pact between UKIP and the Tories.,2,No Relation,C,0,0,1,,
1768,UKIP and the Greens are the only parties to date that haven't screwed us all over.,UKIP say it proves their message is cutting through regularly.,1,Support,C,0,0,1,,
3499,the article as a whole never made that argument either,okay yankee fan keep pretending that it does not well if you never read the article you would not be pretending as that would be an argument from position of ignorance,0,Attack,C,1,0,0,,
3897,The International Criminal Court should be recognised,The ICC generates crippling expenses,0,Attack,C,1,0,0,,
947,"It's true that UKIP dont have ideas to suit everyone, but at the moment they are heads above the pillocks at No 10 today.","Among other things, UKIP's ridiculous manifesto called for taxi drivers to be required to wear uniforms, for British weights and measures to be safeguarded and for the burka to be banned in public buildings.",0,Attack,C,1,0,0,,
2032,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","UKIP's local election manifesto, concentrates on its flagship policy of ending open door immigration and putting pressure on the government not to lift restrictions on workers from Bulgaria and Romania on 1 January, which proved a successful formula in Eastleigh.",2,No Relation,C,1,0,0,,
761,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","The Times newspaper reported that Conservative Party officials have already been dispatched to the seat to lay the groundwork for their campaign, with fear of UKIP snatching the seat taking hold.",1,Support,C,0,1,0,,
3874,We should use torture to obtain information from suspected terrorists,Terrorist organisations such as Al Qaida do not respect the rights of individuals and the only way to fight fire is with fire,1,Support,C,0,1,0,,
690,"I don't believe Farage is a racist and I don't believe the UKIP policies are racist, but I do think they will be the party that attracts most support from racists.",UKIP reacted to coming second by saying they were the winners in the poll.,2,No Relation,C,0,0,1,,
249,"In UKIP, we have a new political force which looks likely to poll very well in a national election.","While Mr Farage did not put a figure on the estimated nine million Syrians displaced by war who should be allowed in the UK, Labour wants to accept 400 to 500.",2,No Relation,C,0,0,1,,
1083,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","Labour and the Conservatives were panicking, Mr Aker said, as they had not dealt with mass immigration and mass unemployment, whereas UKIP was offering a sensible solution.",0,Attack,C,1,0,0,,
639,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,"The UKIP candidate Richard Elvin came second with 5,988 votes, marking an impressive result for the party.",1,Support,C,0,0,1,,
